#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# Code organized by Kingdoms
#
e_akronithene;Akronithene;;;;;;;;;;;;;x
e_akronithene_adj;Akronithan;;;;;;;;;;;;;x
#
# Kingdom of Akkalia
k_akkalia;Akkalia;;;;;;;;;;;;;x
k_akkalia_adj;Akkalian;;;;;;;;;;;;;x
d_icthiraspis;Icthiraspis;;;;;;;;;;;;;x
d_icthiraspis_adj;Icthiraspian;;;;;;;;;;;;;x
d_lasthenis;Lasthenis;;;;;;;;;;;;;x
d_lasthenis_adj;Lasthenian;;;;;;;;;;;;;x
d_chanthex;Chanthex;;;;;;;;;;;;;x
d_chanthex_adj;Chanthexian;;;;;;;;;;;;;x
d_mestasarkis;Mestasarkis;;;;;;;;;;;;;x
d_mestasarkis_adj;Mestasarkian;;;;;;;;;;;;;x

#Titular Kingdoms within Akkalia
k_icthiraspis;Icthiraspis;;;;;;;;;;;;;x
k_icthiraspis_adj;Icthiraspian;;;;;;;;;;;;;x
k_chanthex;Chanthex;;;;;;;;;;;;;x
k_chanthex_adj;Chanthexian;;;;;;;;;;;;;x
k_mestasarkis;Mestasarkis;;;;;;;;;;;;;x
k_mestasarkis_adj;Mestasarkian;;;;;;;;;;;;;x
